id,retention,Usage
82401,1.0,Public
110109,1.0,Public
88073,1.0,Public
131201,1.0,Public
136404,1.0,Public
95028,1.0,Public
3677,1.0,Public
131456,1.0,Public
49303,1.0,Public
44184,1.0,Public
94007,1.0,Public
125697,1.0,Public
54867,1.0,Public
103157,1.0,Public
115055,1.0,Public
47958,1.0,Public
13775,1.0,Public
135545,1.0,Public
121960,1.0,Public
48938,1.0,Public
26969,1.0,Public
108459,1.0,Public
31041,1.0,Public
73881,1.0,Public
112030,1.0,Public
55703,1.0,Public
68094,1.0,Public
25896,1.0,Public
135142,1.0,Public
15492,0.0,Public
128147,1.0,Public
110113,1.0,Public
63602,0.0,Public
81949,1.0,Public
85855,1.0,Public
45578,1.0,Public
96013,1.0,Public
20361,1.0,Public
84167,1.0,Public
51836,1.0,Public
132137,1.0,Public
12172,1.0,Public
2458,1.0,Public
139193,1.0,Public
80143,1.0,Public
133059,1.0,Public
41319,1.0,Public
93874,1.0,Public
109818,1.0,Public
41789,1.0,Public
103624,1.0,Public
46443,1.0,Public
133882,1.0,Public
44492,1.0,Public
135274,1.0,Public
135633,1.0,Public
141502,1.0,Public
29970,1.0,Public
51507,1.0,Public
55596,1.0,Public
104138,1.0,Public
129415,1.0,Public
92410,1.0,Public
62881,1.0,Public
98620,1.0,Public
12358,1.0,Public
77402,1.0,Public
97921,1.0,Public
122580,1.0,Public
19674,1.0,Public
109394,1.0,Public
34549,1.0,Public
50428,0.0,Public
72844,1.0,Public
64529,1.0,Public
11875,1.0,Public
48836,1.0,Public
110074,1.0,Public
56473,1.0,Public
85565,1.0,Public
130120,1.0,Public
38571,1.0,Public
130740,1.0,Public
31120,1.0,Public
95208,1.0,Public
42331,1.0,Public
128065,1.0,Public
55641,1.0,Public
106694,1.0,Public
22587,1.0,Public
135477,1.0,Public
118517,1.0,Public
5722,1.0,Public
101705,1.0,Public
71074,1.0,Public
77349,1.0,Public
127405,1.0,Public
20699,1.0,Public
4744,1.0,Public
85058,1.0,Public
942,1.0,Public
51501,1.0,Public
45995,1.0,Public
112365,1.0,Public
73661,1.0,Public
122864,1.0,Public
121196,1.0,Public
18105,1.0,Public
98172,1.0,Public
137284,1.0,Public
62605,1.0,Public
11529,1.0,Public
55515,1.0,Public
37360,1.0,Public
51695,1.0,Public
82914,1.0,Public
116986,1.0,Public
119967,1.0,Public
87400,1.0,Public
131365,1.0,Public
107010,1.0,Public
134171,1.0,Public
62095,1.0,Public
45150,1.0,Public
7984,1.0,Public
14927,1.0,Public
102464,0.0,Public
116559,1.0,Public
104829,1.0,Public
72115,1.0,Public
78328,1.0,Public
122529,1.0,Public
19261,1.0,Public
90594,1.0,Public
58005,1.0,Public
21409,1.0,Public
59938,1.0,Public
88986,1.0,Public
19595,1.0,Public
508,1.0,Public
12206,1.0,Public
23023,1.0,Public
36659,1.0,Public
58924,1.0,Public
122095,0.0,Public
141958,1.0,Public
37748,1.0,Public
96326,1.0,Public
44548,1.0,Public
89126,1.0,Public
125973,1.0,Public
120040,1.0,Public
135288,1.0,Public
54089,1.0,Public
141957,1.0,Public
92535,1.0,Public
89436,1.0,Public
88833,1.0,Public
46343,1.0,Public
44495,1.0,Public
141665,1.0,Public
104164,1.0,Public
106336,1.0,Public
60747,0.0,Public
34355,1.0,Public
12787,1.0,Public
82264,1.0,Public
14499,1.0,Public
32232,1.0,Public
3900,1.0,Public
48742,1.0,Public
66878,1.0,Public
108130,1.0,Public
23760,1.0,Public
86175,1.0,Public
139685,1.0,Public
107126,0.0,Public
53478,1.0,Public
96218,0.0,Public
17675,0.0,Public
51924,1.0,Public
70145,1.0,Public
127724,1.0,Public
101573,1.0,Public
29197,1.0,Public
136272,1.0,Public
14253,1.0,Public
130123,1.0,Public
97276,1.0,Public
121514,1.0,Public
34246,1.0,Public
60915,1.0,Public
128929,1.0,Public
141343,1.0,Public
28956,1.0,Public
135578,1.0,Public
71436,1.0,Public
130726,1.0,Public
62888,1.0,Public
37874,1.0,Public
50688,1.0,Public
55868,1.0,Public
116705,1.0,Public
87335,1.0,Public
31201,1.0,Public
85413,1.0,Public
79644,1.0,Public
93348,1.0,Public
132505,1.0,Public
44576,0.0,Public
53977,1.0,Public
134411,1.0,Public
453,1.0,Public
78021,0.0,Public
32039,1.0,Public
54395,1.0,Public
99156,1.0,Public
86291,1.0,Public
58968,1.0,Public
49335,1.0,Public
113908,0.0,Public
26706,1.0,Public
124252,1.0,Public
110852,1.0,Public
129562,0.0,Public
66590,1.0,Public
53655,1.0,Public
9616,1.0,Public
20800,1.0,Public
94717,1.0,Public
8918,1.0,Public
38048,1.0,Public
54656,1.0,Public
5845,1.0,Public
76304,0.0,Public
9574,1.0,Public
87366,1.0,Public
93795,1.0,Public
132933,1.0,Public
86385,1.0,Public
103800,1.0,Public
141399,1.0,Public
80328,0.0,Public
23131,1.0,Public
38699,1.0,Public
18263,0.0,Public
120700,1.0,Public
42441,1.0,Public
6068,1.0,Public
4131,1.0,Public
41769,1.0,Public
103307,1.0,Public
97968,1.0,Public
75907,1.0,Public
95097,1.0,Public
60422,1.0,Public
4159,1.0,Public
52477,1.0,Public
136497,1.0,Public
140130,1.0,Public
3799,1.0,Public
16165,0.0,Public
125246,1.0,Public
139010,1.0,Public
48383,1.0,Public
122877,1.0,Public
90322,1.0,Public
63205,0.0,Public
113844,1.0,Public
103865,1.0,Public
105576,0.0,Public
29095,1.0,Public
7112,1.0,Public
125443,1.0,Public
48465,1.0,Public
86078,1.0,Public
58633,1.0,Public
13813,1.0,Public
113391,0.0,Public
71913,1.0,Public
9294,1.0,Public
52325,0.0,Public
14995,1.0,Public
39519,1.0,Public
11291,1.0,Public
66738,1.0,Public
50656,1.0,Public
38315,1.0,Public
51038,1.0,Public
55480,1.0,Public
18219,1.0,Public
51254,1.0,Public
140980,1.0,Public
89234,1.0,Public
14401,1.0,Public
105317,1.0,Public
86909,1.0,Public
31799,1.0,Public
83001,1.0,Public
90,1.0,Public
137630,1.0,Public
6768,0.0,Public
98069,1.0,Public
47519,1.0,Public
35730,1.0,Public
2120,1.0,Public
31601,1.0,Public
133243,1.0,Public
141013,1.0,Public
56031,1.0,Public
90742,1.0,Public
42216,1.0,Public
130202,1.0,Public
52546,1.0,Public
116186,1.0,Public
117298,1.0,Public
101317,1.0,Public
125769,1.0,Public
129016,1.0,Public
19528,1.0,Public
137946,1.0,Public
18783,1.0,Public
33633,1.0,Public
61288,1.0,Public
132002,1.0,Public
43395,1.0,Public
35141,1.0,Public
94660,1.0,Public
23535,0.0,Public
95812,1.0,Public
107110,1.0,Public
74298,0.0,Public
135714,1.0,Public
96502,1.0,Public
40913,1.0,Public
84035,1.0,Public
108872,1.0,Public
104585,1.0,Public
60773,0.0,Public
86174,0.0,Public
83407,1.0,Public
133919,1.0,Public
41172,1.0,Public
85717,1.0,Public
139668,1.0,Public
46411,1.0,Public
79097,1.0,Public
128162,1.0,Public
27753,0.0,Public
82887,1.0,Public
136058,1.0,Public
57156,1.0,Public
32594,1.0,Public
33211,1.0,Public
31575,1.0,Public
31897,1.0,Public
62808,1.0,Public
103906,1.0,Public
70771,1.0,Public
56712,1.0,Public
138846,1.0,Public
69564,1.0,Public
62281,1.0,Public
123427,1.0,Public
87649,1.0,Public
142157,0.0,Public
15033,1.0,Public
21311,1.0,Public
30914,1.0,Public
51382,0.0,Public
50608,1.0,Public
17430,1.0,Public
49048,1.0,Public
21019,0.0,Public
20029,1.0,Public
119367,1.0,Public
88350,1.0,Public
9917,1.0,Public
139677,1.0,Public
114997,1.0,Public
41230,1.0,Public
36475,1.0,Public
63686,1.0,Public
23727,1.0,Public
108070,1.0,Public
116295,1.0,Public
79185,0.0,Public
141417,1.0,Public
50260,1.0,Public
115711,1.0,Public
142969,1.0,Public
26739,0.0,Public
9316,1.0,Public
28501,1.0,Public
109350,1.0,Public
139302,1.0,Public
129957,1.0,Public
141721,1.0,Public
27286,1.0,Public
45663,1.0,Public
87233,1.0,Public
125356,1.0,Public
16742,1.0,Public
76727,1.0,Public
55702,1.0,Public
76810,1.0,Public
75968,1.0,Public
37396,1.0,Public
95033,1.0,Public
37719,1.0,Public
84069,1.0,Public
48853,1.0,Public
47770,1.0,Public
11026,1.0,Public
63235,1.0,Public
133366,1.0,Public
40277,1.0,Public
123040,1.0,Public
38479,1.0,Public
26126,0.0,Public
46688,1.0,Public
96794,1.0,Public
33250,1.0,Public
22068,1.0,Public
96624,1.0,Public
117571,1.0,Public
111969,1.0,Public
48721,1.0,Public
36956,1.0,Public
78530,1.0,Public
28669,1.0,Public
129080,0.0,Public
30985,1.0,Public
55135,1.0,Public
42606,1.0,Public
8587,1.0,Public
110728,1.0,Public
102798,1.0,Public
94934,1.0,Public
104897,1.0,Public
100860,1.0,Public
25149,1.0,Public
117559,0.0,Public
61604,1.0,Public
47265,0.0,Public
74561,1.0,Public
127773,1.0,Public
21888,1.0,Public
92494,1.0,Public
74212,1.0,Public
125212,1.0,Public
138942,1.0,Public
1075,1.0,Public
10138,1.0,Public
40134,1.0,Public
90461,1.0,Public
43647,1.0,Public
78726,1.0,Public
95576,1.0,Public
25366,1.0,Public
18925,1.0,Public
116513,1.0,Public
87415,1.0,Public
141483,1.0,Public
62337,1.0,Public
140423,1.0,Public
91504,1.0,Public
78415,1.0,Public
3229,1.0,Public
80136,1.0,Public
4406,1.0,Public
35393,1.0,Public
56227,1.0,Public
5768,1.0,Public
115617,1.0,Public
951,0.0,Public
48193,1.0,Public
138681,1.0,Public
105648,1.0,Public
100024,1.0,Public
141264,1.0,Public
111675,1.0,Public
97476,1.0,Public
21070,1.0,Public
62292,1.0,Public
48111,1.0,Public
18006,1.0,Public
53095,0.0,Public
82754,1.0,Public
96688,1.0,Public
130319,1.0,Public
97777,1.0,Public
123283,1.0,Public
60397,1.0,Public
94784,1.0,Public
120373,1.0,Public
23161,1.0,Public
134056,1.0,Public
67196,1.0,Public
37725,1.0,Public
44887,1.0,Public
38153,1.0,Public
68757,1.0,Public
16761,1.0,Public
95858,1.0,Public
105235,1.0,Public
49049,1.0,Public
136117,1.0,Public
92989,1.0,Public
118997,1.0,Public
99050,1.0,Public
87324,1.0,Public
87445,1.0,Public
63084,1.0,Public
94312,1.0,Public
125729,1.0,Public
46772,1.0,Public
4534,1.0,Public
103091,1.0,Public
46507,1.0,Public
35619,1.0,Public
78477,1.0,Public
140347,1.0,Public
19657,1.0,Public
93749,1.0,Public
75248,1.0,Public
18644,1.0,Public
85116,1.0,Public
31054,1.0,Public
51829,1.0,Public
123637,1.0,Public
8923,1.0,Public
42964,1.0,Public
132400,1.0,Public
64924,0.0,Public
113603,1.0,Public
104598,1.0,Public
135901,1.0,Public
54399,1.0,Public
18623,1.0,Public
11367,1.0,Public
25785,1.0,Public
28518,1.0,Public
9081,0.0,Public
123145,1.0,Public
88693,1.0,Public
87283,1.0,Public
74066,1.0,Public
749,1.0,Public
35931,1.0,Public
135207,1.0,Public
70681,1.0,Public
109618,1.0,Public
14300,1.0,Public
28855,1.0,Public
99307,1.0,Public
73632,1.0,Public
37239,1.0,Public
98005,1.0,Public
137593,1.0,Public
137366,1.0,Public
63908,1.0,Public
65404,1.0,Public
101489,1.0,Public
139301,1.0,Public
21471,1.0,Public
120126,0.0,Public
89006,1.0,Public
70712,1.0,Public
101608,1.0,Public
127907,1.0,Public
28608,1.0,Public
120407,1.0,Public
4107,1.0,Public
131617,1.0,Public
33904,1.0,Public
113317,1.0,Public
16978,1.0,Public
106814,0.0,Public
92278,1.0,Public
79851,1.0,Public
95246,1.0,Public
13,1.0,Public
12027,1.0,Public
60047,1.0,Public
82488,1.0,Public
80729,1.0,Public
9872,1.0,Public
130274,1.0,Public
19575,1.0,Public
141465,1.0,Public
14540,1.0,Public
13175,1.0,Public
80633,1.0,Public
4618,0.0,Public
48289,1.0,Public
31899,1.0,Public
123744,1.0,Public
103897,1.0,Public
123804,1.0,Public
78496,1.0,Public
115665,1.0,Public
28934,0.0,Public
120131,1.0,Public
76064,1.0,Public
113005,1.0,Public
123180,1.0,Public
121741,1.0,Public
61995,1.0,Public
96745,1.0,Public
68068,1.0,Public
1162,1.0,Public
26528,1.0,Public
44446,1.0,Public
75281,1.0,Public
69511,1.0,Public
141728,1.0,Public
101125,1.0,Public
57921,1.0,Public
101833,1.0,Public
74744,1.0,Public
122514,1.0,Public
33574,1.0,Public
77259,1.0,Public
111498,1.0,Public
56063,1.0,Public
30334,1.0,Public
44904,1.0,Public
5322,1.0,Public
70614,1.0,Public
116346,1.0,Public
98427,1.0,Public
61979,1.0,Public
140974,1.0,Public
12102,1.0,Public
81793,1.0,Public
83288,1.0,Public
97412,0.0,Public
35618,1.0,Public
67716,0.0,Public
9698,1.0,Public
41913,1.0,Public
13121,1.0,Public
81560,1.0,Public
4879,1.0,Public
123482,0.0,Public
100514,1.0,Public
92324,1.0,Public
24538,1.0,Public
91338,1.0,Public
24874,1.0,Public
46021,1.0,Public
44911,1.0,Public
26949,1.0,Public
21682,1.0,Public
66370,1.0,Public
25432,1.0,Public
12231,1.0,Public
143067,1.0,Public
136667,1.0,Public
47640,1.0,Public
127426,1.0,Public
65439,0.0,Public
28128,1.0,Public
24112,1.0,Public
141070,0.0,Public
107876,1.0,Public
42344,1.0,Public
66770,1.0,Public
3795,1.0,Public
98017,1.0,Public
69865,1.0,Public
39133,1.0,Public
95046,1.0,Public
64126,1.0,Public
41342,1.0,Public
72266,1.0,Public
18521,1.0,Public
53147,1.0,Public
71308,1.0,Public
126680,1.0,Public
41797,1.0,Public
139356,1.0,Public
105287,1.0,Public
12441,1.0,Public
62373,1.0,Public
84503,1.0,Public
81455,1.0,Public
125924,0.0,Public
119847,1.0,Public
132993,1.0,Public
52267,1.0,Public
56969,1.0,Public
83018,1.0,Public
45193,0.0,Public
27050,1.0,Public
123296,1.0,Public
133932,1.0,Public
133344,1.0,Public
97911,1.0,Public
6636,1.0,Public
115322,1.0,Public
51811,1.0,Public
121977,1.0,Public
47903,1.0,Public
2666,1.0,Public
8922,1.0,Public
5412,1.0,Public
139535,1.0,Public
85467,1.0,Public
130718,1.0,Public
88206,1.0,Public
110824,1.0,Public
83581,1.0,Public
116771,1.0,Public
21965,1.0,Public
97780,1.0,Public
141924,1.0,Public
13477,1.0,Public
47465,1.0,Public
117788,1.0,Public
61629,1.0,Public
56183,1.0,Public
7156,1.0,Public
105222,0.0,Public
4120,1.0,Public
119302,1.0,Public
72160,1.0,Public
44506,1.0,Public
12741,1.0,Public
107902,1.0,Public
22066,1.0,Public
99287,1.0,Public
49512,1.0,Public
105877,1.0,Public
66762,1.0,Public
106410,1.0,Public
13770,1.0,Public
54996,1.0,Public
567,1.0,Public
54929,1.0,Public
2601,1.0,Public
19132,1.0,Public
3855,1.0,Public
21819,1.0,Public
89563,1.0,Public
107564,1.0,Public
49477,1.0,Public
41040,1.0,Public
83810,1.0,Public
2007,1.0,Public
32100,1.0,Public
23838,0.0,Public
127054,1.0,Public
55372,1.0,Public
62098,0.0,Public
38225,1.0,Public
30023,1.0,Public
92192,1.0,Public
92750,1.0,Public
120029,0.0,Public
28881,1.0,Public
111712,0.0,Public
140369,1.0,Public
787,1.0,Public
114544,1.0,Public
139398,1.0,Public
40326,1.0,Public
58728,0.0,Public
71205,0.0,Public
93907,1.0,Public
54282,1.0,Public
16488,1.0,Public
31405,1.0,Public
72505,1.0,Public
84200,1.0,Public
79500,1.0,Public
72929,1.0,Public
32636,1.0,Public
72575,1.0,Public
70282,1.0,Public
120405,1.0,Public
22667,1.0,Public
121791,1.0,Public
128938,1.0,Public
47479,1.0,Public
95086,1.0,Public
99487,1.0,Public
122925,1.0,Public
96684,1.0,Public
85998,1.0,Public
130015,1.0,Public
68325,1.0,Public
38796,1.0,Public
92680,1.0,Public
118712,1.0,Public
34304,1.0,Public
83325,1.0,Public
23035,1.0,Public
84535,1.0,Public
67516,1.0,Public
73948,1.0,Public
94558,1.0,Public
47679,1.0,Public
83311,1.0,Public
54907,1.0,Public
54927,1.0,Public
115846,1.0,Public
19531,1.0,Public
88938,1.0,Public
133840,0.0,Public
9645,1.0,Public
78385,1.0,Public
48207,1.0,Public
21765,1.0,Public
116832,1.0,Public
39323,1.0,Public
80898,0.0,Public
63442,1.0,Public
118974,1.0,Public
99506,1.0,Public
23801,1.0,Public
16411,1.0,Public
91628,1.0,Public
90398,1.0,Public
51304,1.0,Public
49827,1.0,Public
82490,0.0,Public
93650,1.0,Public
2517,1.0,Public
89445,1.0,Public
27,1.0,Public
95517,1.0,Public
27874,1.0,Public
133872,1.0,Public
36181,1.0,Public
3507,1.0,Public
7384,1.0,Public
138141,0.0,Public
76211,1.0,Public
131429,1.0,Public
58409,1.0,Public
99874,1.0,Public
97455,1.0,Public
4163,1.0,Public
142233,1.0,Public
97498,1.0,Public
130130,1.0,Public
72113,1.0,Public
110807,1.0,Public
84211,1.0,Public
55320,1.0,Public
38719,1.0,Public
37089,1.0,Public
77214,1.0,Public
38564,1.0,Public
45986,1.0,Public
104221,1.0,Public
8487,0.0,Public
60094,1.0,Public
119473,1.0,Public
9998,1.0,Public
17111,1.0,Public
126970,1.0,Public
4642,1.0,Public
142139,1.0,Public
88207,1.0,Public
115199,1.0,Public
53150,0.0,Public
135557,1.0,Public
73584,1.0,Public
41578,0.0,Public
46836,0.0,Public
30956,1.0,Public
86676,1.0,Public
67062,1.0,Public
54712,1.0,Public
25206,1.0,Public
139102,1.0,Public
108811,1.0,Public
48448,0.0,Public
82706,1.0,Public
69744,1.0,Public
97257,1.0,Public
72309,1.0,Public
100177,1.0,Public
70894,1.0,Public
28319,1.0,Public
78900,0.0,Public
54705,1.0,Public
51708,1.0,Public
59003,1.0,Public
70658,1.0,Public
122845,1.0,Public
101229,1.0,Public
120802,1.0,Public
22104,1.0,Public
24467,1.0,Public
60040,1.0,Public
103002,1.0,Public
3838,0.0,Public
117797,1.0,Public
81867,1.0,Public
2160,1.0,Public
52328,1.0,Public
51479,1.0,Public
132872,1.0,Public
78371,1.0,Public
123241,1.0,Public
98138,1.0,Public
61869,1.0,Public
5706,0.0,Public
91983,1.0,Public
4798,1.0,Public
32157,1.0,Public
72594,1.0,Public
112082,1.0,Public
124464,1.0,Public
57066,1.0,Public
133931,1.0,Public
136706,1.0,Public
83556,1.0,Public
107097,1.0,Public
82079,1.0,Public
5096,1.0,Public
87831,1.0,Public
111079,0.0,Public
77622,1.0,Public
142093,1.0,Public
38107,0.0,Public
90305,1.0,Public
9474,1.0,Public
126455,1.0,Public
107724,1.0,Public
79958,1.0,Public
131474,0.0,Public
4440,1.0,Public
11865,1.0,Public
95648,1.0,Public
60823,1.0,Public
19559,1.0,Public
31840,1.0,Public
14036,1.0,Public
136866,1.0,Public
57037,1.0,Public
62435,1.0,Public
9661,1.0,Public
62770,1.0,Public
111647,1.0,Public
92072,0.0,Public
97341,1.0,Public
31802,1.0,Public
30478,1.0,Public
75196,1.0,Public
27237,1.0,Public
117319,1.0,Public
1727,1.0,Public
63763,1.0,Public
65273,1.0,Public
28177,1.0,Public
133383,0.0,Public
124596,1.0,Public
80044,1.0,Public
131640,1.0,Public
89099,1.0,Public
113501,1.0,Public
74697,1.0,Public
42121,1.0,Public
125197,1.0,Public
72237,1.0,Public
17203,1.0,Public
9794,1.0,Public
76168,1.0,Public
80990,1.0,Public
17506,1.0,Public
46361,1.0,Public
118254,1.0,Public
138520,1.0,Public
42077,1.0,Public
39524,0.0,Public
66428,1.0,Public
108086,1.0,Public
101442,1.0,Public
135693,0.0,Public
13261,1.0,Public
87612,1.0,Public
28205,1.0,Public
141442,1.0,Public
140610,1.0,Public
83916,1.0,Public
86761,1.0,Public
61683,1.0,Public
109755,1.0,Public
141221,0.0,Public
137918,1.0,Public
10384,1.0,Public
53063,1.0,Public
107587,1.0,Public
12431,1.0,Public
69246,1.0,Public
6095,1.0,Public
56232,1.0,Public
117120,1.0,Public
109479,1.0,Public
37004,1.0,Public
24878,1.0,Public
69078,1.0,Public
116732,1.0,Public
15357,1.0,Public
131990,1.0,Public
11232,1.0,Public
56240,1.0,Public
103401,1.0,Public
125105,1.0,Public
132983,1.0,Public
127881,1.0,Public
121736,1.0,Public
100619,1.0,Public
28628,1.0,Public
12837,1.0,Public
58829,1.0,Public
132971,1.0,Public
58103,0.0,Public
132925,1.0,Public
44861,1.0,Public
130958,1.0,Public
71479,1.0,Public
119018,1.0,Public
29645,1.0,Public
54512,1.0,Public
52486,1.0,Public
25826,0.0,Public
49811,1.0,Public
67799,1.0,Public
116432,1.0,Public
49724,1.0,Public
20652,1.0,Public
54811,1.0,Public
22638,1.0,Public
87109,1.0,Public
88242,1.0,Public
109771,1.0,Public
82372,1.0,Public
58373,1.0,Public
16551,1.0,Public
50085,1.0,Public
24945,1.0,Public
28595,1.0,Public
22030,1.0,Public
80273,0.0,Public
10378,1.0,Public
41294,1.0,Public
57093,1.0,Public
124444,1.0,Public
102686,1.0,Public
116364,1.0,Public
108885,1.0,Public
131653,1.0,Public
32698,1.0,Public
28591,1.0,Public
40789,1.0,Public
67147,0.0,Public
56040,1.0,Public
134402,1.0,Public
99646,1.0,Public
19778,1.0,Public
66519,1.0,Public
128250,1.0,Public
113141,1.0,Public
3662,1.0,Public
55270,1.0,Public
130592,1.0,Public
74594,0.0,Public
126237,1.0,Public
19077,1.0,Public
127678,1.0,Public
43670,1.0,Public
125926,1.0,Public
69454,1.0,Public
105631,1.0,Public
